0	10763	1
0	6801	1
0	2581	1
0	1046	1
0	11544	1
0	667	1
0	3741	1
0	6179	1
0	8356	1
0	4644	1
0	3111	1
0	2600	1
0	297	1
0	1197	1
0	3889	1
0	3891	1
0	11187	1
0	5045	1
0	2748	1
0	4412	1
0	8899	1
0	3268	1
0	4806	1
0	1478	1
0	338	1
0	2774	1
0	7128	1
0	1242	1
0	5595	1
0	9056	1
0	2404	1
0	5354	1
0	5226	1
0	4208	1
0	7409	1
0	3186	1
0	7935	1
0	11380	1
0	8181	1
0	3062	1
0	8565	1
0	3961	1
0	10619	1
0	7548	1
0	510	1
0	11263	1
0	11346	0
0	1568	0
0	10194	0
0	4886	0
0	9552	0
0	8346	0
0	575	0
0	10609	0
0	59	0
0	7393	0
0	5823	0
0	3445	0
0	1498	0
0	416	0
0	8777	0
0	8150	0
0	5489	0
0	389	0
0	5071	0
0	10702	0
0	6208	0
0	8923	0
0	11333	0
0	4225	0
0	8421	0
0	6127	0
0	10955	0
0	11509	0
0	5648	0
0	6974	0
0	9855	0
0	3413	0
0	700	0
0	3039	0
0	5779	0
0	371	0
0	7889	0
0	7180	0
0	10315	0
0	9712	0
0	6407	0
0	3761	0
0	3195	0
0	916	0
0	3051	0
0	9458	0
1	8194	1
1	11272	1
1	4236	1
1	3213	1
1	2332	1
1	5788	1
1	4001	1
1	9891	1
1	11051	1
1	6827	1
1	8877	1
1	4781	1
1	3509	1
1	1723	1
1	11581	1
1	2378	1
1	10956	1
1	8406	1
1	10844	1
1	10590	1
1	2272	1
1	10467	1
1	8548	1
1	7790	1
1	2676	1
1	4215	1
1	7289	1
1	7164	1
1	9648	0
1	5505	0
1	11401	0
1	3831	0
1	9974	0
1	5937	0
1	7994	0
1	4979	0
1	8752	0
1	3408	0
1	1315	0
1	9740	0
1	3263	0
1	2689	0
1	10997	0
1	7791	0
1	645	0
1	1748	0
1	3725	0
1	6453	0
1	5844	0
1	8420	0
1	8748	0
1	1880	0
1	3897	0
1	406	0
1	5352	0
1	1080	0
2	7232	1
2	2055	1
2	1288	1
2	7624	1
2	3211	1
2	7724	1
2	7755	1
2	9390	1
2	11441	1
2	4602	1
2	10421	1
2	3350	1
2	2041	1
2	7162	1
2	4283	1
2	10233	1
2	6078	1
2	11049	0
2	8920	0
2	9866	0
2	1533	0
2	262	0
2	6615	0
2	8544	0
2	4257	0
2	7711	0
2	5796	0
2	10940	0
2	4242	0
2	6519	0
2	5284	0
2	10678	0
2	3112	0
2	8994	0
3	5859	1
3	1637	1
3	3828	1
3	6940	1
3	7454	1
3	4456	0
3	5571	0
3	4210	0
3	4386	0
3	3560	0
4	5028	1
4	2693	1
4	4072	1
4	10799	1
4	3956	1
4	11002	1
4	5179	1
4	8957	1
4	11621	0
4	1924	0
4	2011	0
4	2121	0
4	5410	0
4	9214	0
4	3196	0
4	3001	0
5	128	1
5	3	1
5	9861	1
5	5514	1
5	528	1
5	10514	1
5	7578	1
5	3877	1
5	1844	1
5	568	1
5	707	1
5	1859	1
5	6867	1
5	8663	1
5	10333	1
5	3819	1
5	2797	1
5	2542	1
5	8688	1
5	10100	1
5	1015	1
5	11261	1
5	3413	0
5	10634	0
5	1290	0
5	4667	0
5	6151	0
5	7513	0
5	4786	0
5	5531	0
5	10299	0
5	732	0
5	4143	0
5	11470	0
5	3762	0
5	5324	0
5	8153	0
5	7972	0
5	2420	0
5	3202	0
5	5966	0
5	7040	0
5	3499	0
5	3644	0
6	6490	1
6	2715	1
6	10958	1
6	3703	1
6	2618	0
6	9156	0
6	7416	0
6	10736	0
7	7200	1
7	1478	1
7	710	1
7	2600	1
7	10695	1
7	1873	1
7	10908	1
7	4886	0
7	6448	0
7	8076	0
7	9138	0
7	11120	0
7	11572	0
7	7234	0
8	11168	1
8	1536	1
8	7868	1
8	7843	1
8	10020	1
8	2213	1
8	1797	1
8	7296	1
8	10984	1
8	1801	1
8	1324	1
8	8749	1
8	8592	1
8	4049	1
8	2068	1
8	1179	1
8	8028	1
8	2847	1
8	102	0
8	7821	0
8	653	0
8	11646	0
8	592	0
8	10042	0
8	2583	0
8	4474	0
8	6374	0
8	8281	0
8	8544	0
8	2232	0
8	3065	0
8	3309	0
8	2963	0
8	11292	0
8	6632	0
8	5766	0
9	609	1
9	6690	1
9	1570	1
9	4006	1
9	3014	1
9	7048	1
9	685	1
9	1871	1
9	1140	1
9	3284	1
9	1499	1
9	10936	1
9	11705	1
9	5049	1
9	2206	1
9	5599	1
9	4987	0
9	11065	0
9	8793	0
9	5495	0
9	1821	0
9	6405	0
9	11488	0
9	4988	0
9	11570	0
9	341	0
9	3119	0
9	3536	0
9	7325	0
9	3726	0
9	6648	0
9	3840	0
10	11552	1
10	9345	1
10	3105	1
10	6947	1
10	1604	1
10	6980	1
10	5414	1
10	7881	1
10	1322	1
10	1003	1
10	7177	1
10	3195	1
10	10894	1
10	5904	1
10	9393	1
