5955	0	717
5955	0	11118
5955	0	886
5710	0	8935
5710	0	295
5710	0	11704
5710	0	3486
5710	0	10372
5710	0	11109
5710	0	5282
5710	0	5619
5710	0	3958
5710	0	2684
5710	0	6162
5710	0	45
5710	0	3945
5710	0	8851
5710	0	11435
5710	0	10688
717	0	5955
717	0	538
717	0	8566
717	0	710
717	0	10832
717	0	6849
717	0	6252
717	0	2044
717	0	7804
717	0	10812
717	0	8387
717	0	3328
717	0	8775
717	0	8389
717	0	8550
717	0	5931
717	0	3160
717	0	10403
717	0	10557
717	0	11118
717	0	7468
717	0	8243
717	0	4649
717	0	7879
717	0	11693
717	0	10596
717	0	2067
717	0	1018
717	0	1567
717	0	5412
717	0	3133
717	0	8049
717	0	9419
717	0	2684
717	0	1220
717	0	9592
717	0	175
717	0	6920
717	0	457
717	0	11403
717	0	9798
717	0	10074
717	0	886
717	0	10569
717	0	11185
717	0	4068
717	0	4126
717	0	349
717	0	11625
717	0	5269
717	0	8470
717	0	3078
717	0	7359
717	0	5580
717	0	9769
717	0	1781
717	0	6075
717	0	9161
717	0	45
717	0	6700
717	0	1924
717	0	7550
717	0	8185
717	0	8075
717	0	1510
717	0	4492
717	0	4396
717	0	9904
717	0	194
717	0	2800
717	0	2665
717	0	8171
717	0	9147
717	0	9007
717	0	11075
717	0	693
717	0	9949
717	0	3810
717	0	4792
717	0	8869
717	0	9615
717	0	3975
717	0	6794
717	0	5528
717	0	10690
538	0	717
538	0	7804
538	0	8243
538	0	10596
538	0	2067
538	0	8290
538	0	9916
538	0	961
538	0	9798
538	0	6514
538	0	10074
538	0	4126
538	0	3078
538	0	9498
538	0	1781
538	0	3771
538	0	2399
538	0	1924
538	0	9147
538	0	3533
538	0	7575
538	0	635
538	0	3990
8566	0	717
8566	0	6849
8566	0	4023
8566	0	6252
8566	0	7804
8566	0	5730
8566	0	8550
8566	0	5931
8566	0	3160
8566	0	10403
8566	0	10557
8566	0	11118
8566	0	8243
8566	0	9316
8566	0	2067
8566	0	8290
8566	0	6865
8566	0	175
8566	0	457
8566	0	6428
8566	0	4126
8566	0	5895
8566	0	1781
8566	0	5421
8566	0	4173
8566	0	2399
8566	0	6700
8566	0	1924
8566	0	4396
8566	0	5794
8566	0	2665
8566	0	9147
8566	0	3533
8566	0	323
8566	0	9615
8566	0	1986
8566	0	3990
5555	0	2609
5555	0	7611
5555	0	2980
5555	0	4870
5555	0	5327
5555	0	4952
5555	0	10566
5555	0	6444
5555	0	9532
5555	0	3076
5555	0	3269
5555	0	5665
5555	0	10388
5555	0	7940
10111	0	9219
3613	0	3818
3613	0	8992
3613	0	5845
3613	0	7316
3613	0	8906
3613	0	3615
3613	0	6841
3613	0	2892
3613	0	4691
710	0	717
710	0	6849
710	0	5931
710	0	2067
710	0	1018
710	0	1290
710	0	9161
710	0	7215
710	0	4605
710	0	201
10832	0	717
10832	0	6849
10832	0	11443
10832	0	1018
10832	0	2782
10832	0	10880
10832	0	9161
10832	0	2997
10832	0	6413
10832	0	4605
4369	0	6636
4369	0	1326
4369	0	3054
4369	0	4403
4369	0	11443
4369	0	5913
4369	0	1188
4369	0	5937
4369	0	10490
4369	0	11213
4369	0	3251
4369	0	8557
4369	0	4761
4369	0	7006
4369	0	4979
4369	0	4296
6849	0	717
6849	0	8566
6849	0	710
6849	0	10832
6849	0	6252
6849	0	685
6849	0	7804
6849	0	2609
6849	0	1973
6849	0	11704
6849	0	10372
6849	0	3054
6849	0	1889
6849	0	5730
6849	0	8389
6849	0	9780
6849	0	9631
6849	0	5931
6849	0	11443
6849	0	2684
6849	0	9798
6849	0	6428
6849	0	8754
6849	0	2413
6849	0	1299
6849	0	10304
6849	0	1941
6849	0	8470
6849	0	11213
6849	0	6075
6849	0	7384
6849	0	5421
6849	0	9161
6849	0	8852
6849	0	10714
6849	0	1924
6849	0	8075
6849	0	1447
6849	0	10688
6849	0	2613
6849	0	10754
6849	0	758
6849	0	5794
6849	0	7948
6849	0	8171
6849	0	7313
6849	0	9949
6849	0	3264
6849	0	7006
6849	0	2610
6849	0	8556
6849	0	4792
6849	0	8297
6849	0	7904
6849	0	6130
6849	0	10577
6849	0	6988
6849	0	5528
6849	0	10690
6849	0	10867
6849	0	4756
6849	0	6445
4032	0	3780
4032	0	7804
4032	0	8387
4032	0	2366
4032	0	5740
4032	0	872
4032	0	1219
4032	0	10681
4032	0	6280
4032	0	5174
4032	0	8666
4032	0	175
4032	0	3451
4032	0	266
4032	0	6747
4032	0	7779
4032	0	6741
4032	0	822
